ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Customer_Feedback
160,1955,Graduation,Single,80317.0,0,0,8/20/2013,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
161,1958,Master,Single,30523.0,2,1,7/1/2013,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
162,1945,PhD,Married,70356.0,0,0,11/5/2012,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
163,1984,Graduation,Married,23228.0,1,0,1/5/2014,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
164,1975,PhD,Divorced,74165.0,0,0,5/1/2013,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,3,11,0,Great customer service and very smooth experience.
165,1973,PhD,Married,157243.0,0,1,3/1/2014,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
166,1966,Graduation,Together,43482.0,2,1,11/13/2013,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
167,1953,Graduation,Divorced,62551.0,0,0,11/18/2013,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,3,11,0,"Average experience, products were fine."
168,1959,Graduation,Divorced,52332.0,0,0,8/28/2013,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,3,11,0,Might buy again if there's a good discount.
169,1988,Graduation,Single,66951.0,0,0,11/2/2013,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,3,11,0,Great customer service and very smooth experience.
170,1957,Graduation,Together,26091.0,1,1,2/25/2014,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
171,1965,Graduation,Together,33456.0,1,1,4/21/2014,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
172,1982,Graduation,Married,28718.0,1,0,7/13/2013,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
173,1970,Graduation,Married,50447.0,2,0,4/21/2014,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
174,1959,PhD,Together,53537.0,1,1,1/30/2014,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
175,1967,Graduation,Single,52074.0,0,1,4/4/2014,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
176,1975,PhD,Married,80427.0,0,1,9/12/2012,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,3,11,0,Absolutely love the selection of wines and meats.
177,1948,PhD,Married,83837.0,0,0,12/16/2012,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,3,11,1,Great customer service and very smooth experience.
178,1970,PhD,Married,38853.0,1,1,5/23/2014,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
179,1959,Graduation,Together,38285.0,2,1,6/24/2014,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
180,1951,2n Cycle,Married,78497.0,0,0,12/1/2013,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
181,1976,PhD,Married,51650.0,0,1,5/11/2014,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
182,1988,2n Cycle,Married,16248.0,1,0,5/10/2014,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
183,1946,Master,Married,66835.0,0,0,9/28/2013,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
184,1984,Master,Married,30477.0,1,0,1/22/2014,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
185,1961,Basic,Married,28249.0,0,0,6/15/2014,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
186,1983,Graduation,Married,25271.0,1,0,12/5/2012,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
187,1970,PhD,Single,32303.0,0,1,3/8/2014,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
188,1966,Graduation,Married,61286.0,0,1,8/2/2013,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
189,1976,Graduation,Married,74068.0,0,0,3/19/2013,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
190,1964,PhD,Married,45759.0,1,1,2/23/2013,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
191,1978,Basic,Together,24882.0,1,0,9/9/2012,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
192,1989,PhD,Together,66973.0,0,0,5/17/2013,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,3,11,0,Excellent quality products and fast delivery!
193,1900,2n Cycle,Divorced,36640.0,1,0,9/26/2013,99,15,6,8,7,4,25,1,2,1,2,5,0,0,0,0,0,1,3,11,0,I complained but no one reached out to me.
194,1988,Graduation,Married,38872.0,1,0,5/30/2013,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
195,1973,Graduation,Married,51148.0,1,1,2/18/2013,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
196,1977,Graduation,Married,31353.0,1,1,12/29/2013,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
197,1980,Master,Married,69661.0,0,0,5/13/2014,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
198,1954,Graduation,Married,80067.0,0,0,9/19/2013,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,3,11,0,Absolutely love the selection of wines and meats.
199,1954,Graduation,Married,86718.0,0,0,1/17/2013,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
200,1973,PhD,Single,46854.0,1,1,3/31/2014,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,3,11,1,Excellent quality products and fast delivery!
201,1952,Graduation,Divorced,69142.0,0,1,6/29/2014,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,3,11,0,Might buy again if there's a good discount.
202,1968,Graduation,Single,75922.0,0,0,12/9/2013,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,3,11,0,Great customer service and very smooth experience.
203,1978,Graduation,Divorced,63693.0,0,1,10/14/2013,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,Absolutely love the selection of wines and meats.
204,1977,PhD,Together,102160.0,0,0,11/2/2012,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,3,11,1,Great customer service and very smooth experience.
205,1965,PhD,Single,40637.0,1,1,7/17/2013,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
206,1984,Master,Single,18890.0,0,0,11/10/2012,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,3,11,1,Will definitely be buying again. 5 stars.
207,1988,Graduation,Together,29604.0,1,0,12/8/2013,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
208,1963,Master,Divorced,48721.0,1,1,5/13/2013,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
209,1966,Graduation,Married,44794.0,0,1,6/8/2014,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
210,1954,Graduation,Divorced,64497.0,0,1,9/10/2012,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,1,"Highly recommended, top-notch quality!"
211,1956,Graduation,Together,46097.0,0,1,3/31/2013,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
212,1954,Graduation,Together,77972.0,0,0,3/18/2014,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
213,1968,PhD,Married,44377.0,1,1,10/5/2012,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
214,1974,Master,Together,46014.0,1,1,1/21/2013,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
215,1985,Graduation,Married,70951.0,0,0,5/4/2013,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
216,1977,Graduation,Married,41443.0,1,0,4/1/2014,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
217,1978,2n Cycle,Single,52195.0,2,1,5/12/2014,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
218,1948,Master,Married,83790.0,0,0,11/15/2013,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,3,11,0,Absolutely love the selection of wines and meats.
219,1954,Master,Widow,44551.0,0,1,8/31/2013,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
220,1980,Graduation,Together,69508.0,1,0,11/14/2012,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,3,11,0,Excellent quality products and fast delivery!
221,1988,2n Cycle,Together,45204.0,1,0,4/11/2014,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
222,1969,Graduation,Married,72460.0,0,0,11/14/2013,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0,Great customer service and very smooth experience.
223,1970,PhD,Together,77622.0,0,2,4/14/2014,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
224,1980,PhD,Married,30732.0,1,0,1/5/2013,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
225,1962,Graduation,Divorced,63887.0,0,1,9/8/2012,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,3,11,0,Excellent quality products and fast delivery!
226,1978,Graduation,Together,42011.0,1,0,3/26/2013,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
227,1976,Graduation,Together,51369.0,0,1,10/25/2012,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
228,1952,Graduation,Divorced,51537.0,0,1,12/9/2012,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,3,11,0,Excellent quality products and fast delivery!
229,1972,PhD,Married,79930.0,0,0,8/8/2012,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
230,1986,PhD,Together,34320.0,1,0,2/16/2014,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
231,1966,Graduation,Single,37070.0,1,1,3/20/2013,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,Great customer service and very smooth experience.
232,1962,2n Cycle,Divorced,81975.0,0,1,1/5/2013,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,3,11,0,Absolutely love the selection of wines and meats.
233,1971,Graduation,Together,38590.0,1,0,5/15/2013,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
234,1951,Graduation,Single,15033.0,0,0,4/16/2014,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
235,1965,PhD,Married,62745.0,0,1,3/23/2013,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,3,11,0,Great customer service and very smooth experience.
236,1975,2n Cycle,Married,22212.0,1,0,12/9/2013,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
237,1982,Master,Together,23661.0,1,0,12/4/2013,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
238,1958,PhD,Single,79761.0,0,1,10/4/2013,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
239,1973,Graduation,Single,7500.0,1,0,12/26/2013,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
240,1893,2n Cycle,Single,60182.0,0,1,5/17/2014,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
241,1968,Graduation,Widow,73455.0,0,0,10/28/2013,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,3,11,0,Excellent quality products and fast delivery!
242,1958,Graduation,Together,64961.0,0,1,12/23/2012,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,3,11,0,Absolutely love the selection of wines and meats.
243,1971,Graduation,Single,22804.0,1,0,7/31/2013,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
244,1990,Graduation,Married,73687.0,0,0,11/28/2013,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,1,"Highly recommended, top-notch quality!"
245,1958,Graduation,Married,61074.0,0,1,8/17/2012,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,3,11,0,Excellent quality products and fast delivery!
246,1964,PhD,Married,31686.0,1,1,6/5/2014,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
247,1972,Graduation,Married,80134.0,1,0,5/20/2013,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,Absolutely love the selection of wines and meats.
248,1953,Graduation,Married,75027.0,0,1,1/9/2013,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,3,11,0,Excellent quality products and fast delivery!
249,1988,PhD,Married,67546.0,0,0,8/31/2012,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
250,1969,Master,Together,65176.0,0,1,10/29/2012,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
251,1975,Master,Single,31160.0,1,0,9/16/2013,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
252,1985,Graduation,Single,29938.0,1,0,10/27/2013,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
253,1974,Graduation,Divorced,102692.0,0,0,4/5/2013,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,1,"Highly recommended, top-notch quality!"
254,1958,2n Cycle,Together,26490.0,0,0,9/22/2012,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
255,1967,Graduation,Together,75702.0,1,1,8/29/2012,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,3,11,0,Absolutely love the selection of wines and meats.
256,1974,PhD,Single,30899.0,1,0,10/13/2012,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
257,1961,PhD,Together,63342.0,0,1,10/16/2012,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,0,Excellent quality products and fast delivery!
258,1964,Graduation,Single,45989.0,0,1,10/22/2012,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
259,1964,Graduation,Single,18701.0,1,1,6/4/2013,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
260,1957,PhD,Single,40737.0,2,1,12/8/2013,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
261,1979,Graduation,Divorced,15287.0,1,0,10/10/2012,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,Absolutely love the selection of wines and meats.
262,1968,PhD,Divorced,69674.0,0,2,5/22/2013,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
263,1970,Master,Married,44159.0,1,0,6/17/2014,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
264,1978,PhD,Married,37717.0,1,0,11/23/2012,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
265,1952,Master,Together,43776.0,1,1,2/3/2013,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,3,11,1,Absolutely love the selection of wines and meats.
266,1966,Master,Married,38179.0,1,1,3/14/2013,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
267,1963,Graduation,Married,80124.0,0,0,6/26/2014,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,Excellent quality products and fast delivery!
268,1970,PhD,Married,38097.0,1,1,10/15/2012,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,3,11,1,Excellent quality products and fast delivery!
269,1970,Graduation,Married,72940.0,0,0,6/19/2013,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
270,1970,Graduation,Together,22070.0,1,0,10/4/2013,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
271,1953,Graduation,Single,69267.0,0,0,9/22/2012,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1,Excellent quality products and fast delivery!
272,1983,Master,Single,31788.0,1,0,3/20/2014,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,I complained but no one reached out to me.
273,1975,PhD,Together,61905.0,0,1,2/4/2014,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
274,1960,Graduation,Married,29315.0,1,1,4/6/2014,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
275,1963,Graduation,Divorced,33378.0,1,1,2/6/2013,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
276,1963,PhD,Together,66313.0,0,1,9/16/2013,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
277,1956,Graduation,Single,60714.0,0,0,1/17/2013,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,1,Great customer service and very smooth experience.
278,1981,Master,Together,77882.0,0,0,4/30/2014,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
279,1986,PhD,Single,69867.0,0,0,4/2/2013,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,1,Great customer service and very smooth experience.
280,1968,Master,Divorced,63841.0,0,1,4/21/2013,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
281,1981,Basic,Married,24480.0,1,0,2/11/2013,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
282,1976,Graduation,Together,51369.0,0,1,10/25/2012,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
283,1946,Graduation,Together,37760.0,0,0,8/31/2012,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
284,1974,PhD,Together,65640.0,0,1,3/1/2014,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
285,1975,Master,Married,44319.0,1,1,4/17/2014,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
286,1974,Graduation,Married,30631.0,1,0,7/12/2013,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
287,1952,Graduation,Together,75278.0,0,0,1/29/2013,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
288,1956,Master,Together,50898.0,1,1,1/8/2013,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
289,1966,Graduation,Widow,79946.0,0,0,5/12/2014,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
290,1949,Master,Divorced,35416.0,0,0,6/13/2013,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
291,1984,2n Cycle,Together,32414.0,0,0,7/4/2013,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,3,11,0,"It was okay, nothing special."
292,1969,Graduation,Together,38361.0,1,0,12/27/2013,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
293,1980,Graduation,Married,82497.0,0,0,10/31/2012,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
294,1971,Graduation,Together,16626.0,2,0,1/15/2014,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
295,1965,Graduation,Together,29672.0,1,1,3/12/2013,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
296,1952,Master,Together,55951.0,0,1,8/23/2012,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,3,11,0,Great customer service and very smooth experience.
297,1988,2n Cycle,Divorced,35388.0,1,0,3/7/2013,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
298,1986,Master,Together,42386.0,1,0,1/13/2013,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
299,1982,Graduation,Single,68627.0,0,0,1/12/2013,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
300,1965,PhD,Divorced,57912.0,0,1,3/17/2014,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,3,11,0,"It was okay, nothing special."
301,1958,Graduation,Divorced,35246.0,1,1,4/16/2014,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
302,1956,2n Cycle,Together,58821.0,0,1,10/12/2013,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
303,1978,PhD,Married,46377.0,1,0,3/1/2014,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
304,1988,Graduation,Single,39747.0,1,0,4/13/2014,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
305,1984,Graduation,Together,23976.0,1,0,12/27/2013,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
306,1961,Master,Married,80950.0,0,0,3/28/2013,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0,Absolutely love the selection of wines and meats.
307,1966,Graduation,Widow,27038.0,0,0,9/18/2012,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,3,11,1,Excellent quality products and fast delivery!
308,1947,Graduation,Single,77457.0,0,0,3/5/2014,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,3,11,0,Excellent quality products and fast delivery!
309,1964,Master,Married,64100.0,0,1,9/10/2013,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0,"It was okay, nothing special."
310,1992,Master,Together,42670.0,0,0,4/27/2013,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
311,1976,Graduation,Divorced,12571.0,1,0,1/18/2014,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
312,1967,Graduation,Married,22574.0,2,1,10/28/2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
313,1989,Graduation,Married,,0,0,6/3/2013,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,3,11,0,Absolutely love the selection of wines and meats.
314,1976,Master,Single,70893.0,0,0,2/6/2013,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,3,11,0,Absolutely love the selection of wines and meats.
315,1966,Graduation,Married,54198.0,1,1,12/17/2013,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
316,1956,Master,Together,28839.0,1,1,3/11/2014,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
317,1972,Graduation,Married,40321.0,1,1,7/29/2013,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
318,1985,Graduation,Single,66503.0,1,0,8/14/2012,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
